CiD,State,MM,YYYY,DD,T,CT,BusI,RTruckI,ATruckI,SLimit,RoadU,G,A
19946028,TAS,August,1994,Friday,10:43,Multiple vehicle,No,-9,No,110,Passenger,Male,5
19946049,TAS,August,1994,Monday,17:00,Multiple vehicle,No,-9,No,60,Driver,Female,75
19946051,TAS,August,1994,Monday,9:00,Single vehicle,No,-9,No,100,Driver,Male,45
19947003,NT,August,1994,Saturday,9:00,Single vehicle,No,-9,No,-9,Driver,Male,58
19947003,NT,August,1994,Saturday,9:00,Single vehicle,No,-9,No,-9,Passenger,Female,26
19947012,NT,August,1994,Friday,16:00,Single vehicle,No,-9,No,-9,Passenger,Female,38
19947015,NT,August,1994,Monday,15:00,Single vehicle,No,-9,No,900,Passenger,Female,39
19947021,NT,August,1994,Saturday,4:40,Pedestrian,No,-9,No,-9,Pedestrian,Male,38
19947029,NT,August,1994,Thursday,22:30,Pedestrian,No,-9,No,900,Pedestrian,Male,28
19947032,NT,August,1994,Monday,17:00,Single vehicle,No,-9,No,900,Driver,Male,43
19948013,ACT,August,1994,Friday,17:40,Multiple vehicle,No,-9,No,-9,Driver,Male,52
19941027,NSW,July,1994,Wednesday,15:35,Single vehicle,Yes,-9,No,60,Passenger,Female,5
19941038,NSW,July,1994,Tuesday,9:00,Multiple vehicle,No,-9,No,60,Driver,Female,26
19941059,NSW,July,1994,Saturday,2:50,Single vehicle,No,-9,No,100,Driver,Male,19
19941070,NSW,July,1994,Saturday,16:00,Multiple vehicle,No,-9,Yes,100,Driver,Male,19
19941082,NSW,July,1994,Tuesday,8:35,Single vehicle,No,-9,No,100,Driver,Male,25
19941084,NSW,July,1994,Friday,17:45,Single vehicle,No,-9,No,100,Driver,Female,50
19941089,NSW,July,1994,Friday,14:55,Single vehicle,No,-9,No,60,Driver,Female,15
19941091,NSW,July,1994,Saturday,17:10,Multiple vehicle,No,-9,Yes,100,Driver,Male,39
19941093,NSW,July,1994,Thursday,14:45,Multiple vehicle,No,-9,Yes,110,Driver,Male,15
19941093,NSW,July,1994,Thursday,14:45,Multiple vehicle,No,-9,Yes,110,Passenger,Male,17
19941141,NSW,July,1994,Saturday,21:30,Single vehicle,No,-9,No,100,Driver,Male,38
19941146,NSW,July,1994,Sunday,3:30,Single vehicle,No,-9,No,60,Passenger,Male,25
19941158,NSW,July,1994,Wednesday,20:10,Single vehicle,No,-9,No,100,Passenger,Male,47
19941183,NSW,July,1994,Sunday,1:20,Single vehicle,No,-9,No,60,Passenger,Male,27
19941198,NSW,July,1994,Saturday,18:00,Pedestrian,No,-9,No,60,Pedestrian,Male,70
19941201,NSW,July,1994,Monday,9:15,Pedestrian,No,-9,No,60,Pedestrian,Male,84
19941203,NSW,July,1994,Saturday,8:20,Single vehicle,No,-9,No,100,Passenger,Male,21
19941205,NSW,July,1994,Friday,12:00,Multiple vehicle,No,-9,No,100,Driver,Female,39
19941205,NSW,July,1994,Friday,12:00,Multiple vehicle,No,-9,No,100,Passenger,Female,11
19941206,NSW,July,1994,Wednesday,17:15,Multiple vehicle,No,-9,No,90,Driver,Male,24
19941219,NSW,July,1994,Tuesday,15:45,Single vehicle,No,-9,No,100,Passenger,Male,5
19941220,NSW,July,1994,Thursday,6:30,Pedestrian,No,-9,No,60,Pedestrian,Female,50
19941225,NSW,July,1994,Sunday,18:15,Pedestrian,No,-9,No,60,Pedestrian,Male,83
19941229,NSW,July,1994,Monday,16:34,Pedestrian,No,-9,No,60,Pedestrian,Female,82
19941239,NSW,July,1994,Thursday,6:25,Pedestrian,No,-9,No,60,Pedestrian,Male,70
19941253,NSW,July,1994,Tuesday,14:30,Pedestrian,No,-9,Yes,80,Pedestrian,Male,46
19941270,NSW,July,1994,Monday,10:30,Single vehicle,No,-9,No,100,Driver,Male,43
19941284,NSW,July,1994,Monday,17:06,Multiple vehicle,No,-9,No,80,Driver,Male,18
19941294,NSW,July,1994,Monday,17:45,Multiple vehicle,No,-9,No,100,Passenger,Male,75
19941294,NSW,July,1994,Monday,17:45,Multiple vehicle,No,-9,No,100,Driver,Male,61
19941297,NSW,July,1994,Sunday,15:35,Single vehicle,No,-9,No,100,Passenger,Female,36
19941323,NSW,July,1994,Friday,6:15,Pedestrian,No,-9,Yes,80,Pedestrian,Male,53
19941327,NSW,July,1994,Saturday,18:10,Single vehicle,No,-9,No,60,Motorcycle rider,Male,19
19941345,NSW,July,1994,Wednesday,20:10,Single vehicle,No,-9,No,100,Passenger,Male,18
19941353,NSW,July,1994,Thursday,7:55,Pedestrian,No,-9,No,60,Pedestrian,Male,83
19941357,NSW,July,1994,Saturday,22:30,Pedestrian,No,-9,No,60,Pedestrian,Male,20
19941364,NSW,July,1994,Monday,5:51,Multiple vehicle,No,-9,Yes,80,Driver,Female,33
19941390,NSW,July,1994,Wednesday,13:45,Single vehicle,No,-9,No,100,Passenger,Female,82
19941391,NSW,July,1994,Saturday,1:00,Multiple vehicle,No,-9,No,60,Bicyclist (includes pillion passengers),Male,56
19941409,NSW,July,1994,Friday,18:40,Pedestrian,No,-9,No,60,Pedestrian,Female,21
19941409,NSW,July,1994,Friday,18:40,Pedestrian,No,-9,No,60,Pedestrian,Female,21
19941410,NSW,July,1994,Sunday,23:10,Pedestrian,No,-9,No,80,Pedestrian,Male,22
19941420,NSW,July,1994,Tuesday,9:00,Multiple vehicle,No,-9,No,100,Passenger,Female,70
19941420,NSW,July,1994,Tuesday,9:00,Multiple vehicle,No,-9,No,100,Passenger,Female,61
19941420,NSW,July,1994,Tuesday,9:00,Multiple vehicle,No,-9,No,100,Passenger,Female,88
19941425,NSW,July,1994,Saturday,11:50,Multiple vehicle,No,-9,No,80,Passenger,Female,29
19941428,NSW,July,1994,Saturday,9:20,Pedestrian,No,-9,No,60,Pedestrian,Male,69
19941468,NSW,July,1994,Saturday,23:25,Multiple vehicle,No,-9,No,100,Driver,Male,18
19941476,NSW,July,1994,Friday,13:35,Multiple vehicle,No,-9,No,70,Passenger,Female,28
19941502,NSW,July,1994,Friday,18:00,Pedestrian,No,-9,No,60,Pedestrian,Male,72
19941525,NSW,July,1994,Saturday,17:10,Multiple vehicle,No,-9,No,60,Driver,Female,77
19941541,NSW,July,1994,Friday,23:00,Multiple vehicle,No,-9,No,60,Motorcycle rider,Male,21
19942001,VIC,July,1994,Saturday,19:25,Multiple vehicle,No,-9,No,70,Motorcycle pillion passenger,Male,32
19942017,VIC,July,1994,Tuesday,16:30,Multiple vehicle,No,-9,No,80,Driver,Male,42
19942028,VIC,July,1994,Friday,15:45,Multiple vehicle,No,-9,Yes,60,Driver,Male,45
19942046,VIC,July,1994,Sunday,2:20,Single vehicle,No,-9,No,-9,Passenger,Female,20
19942068,VIC,July,1994,Saturday,14:00,Single vehicle,No,-9,Yes,100,Passenger,Male,63
19942080,VIC,July,1994,Sunday,3:10,Pedestrian,No,-9,No,100,Pedestrian,Female,15
19942083,VIC,July,1994,Sunday,21:25,Single vehicle,No,-9,No,100,Driver,Male,21
19942090,VIC,July,1994,Wednesday,20:40,Pedestrian,No,-9,No,80,Pedestrian,Male,20
19942091,VIC,July,1994,Sunday,21:30,Multiple vehicle,No,-9,Yes,60,Motorcycle rider,Male,24
19942103,VIC,July,1994,Thursday,19:25,Single vehicle,No,-9,No,100,Driver,Female,29
19942136,VIC,July,1994,Sunday,3:45,Single vehicle,No,-9,No,110,Passenger,Female,14
19942136,VIC,July,1994,Sunday,3:45,Single vehicle,No,-9,No,110,Passenger,Female,13
19942136,VIC,July,1994,Sunday,3:45,Single vehicle,No,-9,No,110,Passenger,Female,13
19942136,VIC,July,1994,Sunday,3:45,Single vehicle,No,-9,No,110,Driver,Male,17
19942153,VIC,July,1994,Tuesday,18:15,Multiple vehicle,No,-9,No,100,Driver,Male,86
19942157,VIC,July,1994,Saturday,15:10,Multiple vehicle,No,-9,No,100,Bicyclist (includes pillion passengers),Male,43
19942182,VIC,July,1994,Wednesday,10:30,Multiple vehicle,No,-9,No,100,Driver,Male,83
19942197,VIC,July,1994,Monday,11:30,Multiple vehicle,No,-9,No,80,Driver,Male,61
19942222,VIC,July,1994,Thursday,20:00,Multiple vehicle,No,-9,No,80,Driver,Male,26
19942236,VIC,July,1994,Monday,14:03,Multiple vehicle,No,-9,No,100,Driver,Female,51
19942276,VIC,July,1994,Sunday,12:30,Multiple vehicle,No,-9,No,100,Passenger,Female,21
19942278,VIC,July,1994,Tuesday,8:42,Multiple vehicle,No,-9,No,70,Driver,Female,32
19942281,VIC,July,1994,Friday,1:35,Single vehicle,No,-9,No,70,Motorcycle rider,Male,26
19942313,VIC,July,1994,Sunday,8:00,Single vehicle,No,-9,No,100,Passenger,Female,22
19942313,VIC,July,1994,Sunday,8:00,Single vehicle,No,-9,No,100,Driver,Female,21
19942321,VIC,July,1994,Wednesday,19:30,Single vehicle,No,-9,No,60,Motorcycle rider,Male,24
19942323,VIC,July,1994,Saturday,11:15,Multiple vehicle,No,-9,No,100,Passenger,Female,74
19942325,VIC,July,1994,Friday,9:10,Multiple vehicle,No,-9,No,80,Bicyclist (includes pillion passengers),Male,83
19942338,VIC,July,1994,Sunday,12:20,Single vehicle,No,-9,No,100,Driver,Female,79
19943029,QLD,July,1994,Friday,21:00,Single vehicle,No,-9,No,100,Motorcycle rider,Male,35
19943033,QLD,July,1994,Monday,6:00,Multiple vehicle,No,-9,No,100,Passenger,Male,38
19943033,QLD,July,1994,Monday,6:00,Multiple vehicle,No,-9,No,100,Passenger,Male,20
19943042,QLD,July,1994,Friday,6:00,Multiple vehicle,No,-9,No,100,Driver,Male,19
19943057,QLD,July,1994,Monday,22:00,Pedestrian,No,-9,No,60,Pedestrian,Female,16
19943058,QLD,July,1994,Saturday,14:00,Multiple vehicle,No,-9,No,60,Bicyclist (includes pillion passengers),Male,81
19943065,QLD,July,1994,Friday,15:00,Pedestrian,No,-9,No,60,Pedestrian,Female,88
19943071,QLD,July,1994,Friday,13:00,Pedestrian,No,-9,No,100,Pedestrian,Male,73
19943081,QLD,July,1994,Wednesday,18:00,Pedestrian,No,-9,No,60,Pedestrian,Male,61
19943086,QLD,July,1994,Wednesday,21:00,Single vehicle,No,-9,No,100,Driver,Male,35
19943125,QLD,July,1994,Friday,23:00,Single vehicle,No,-9,No,60,Motorcycle rider,Male,36
19943130,QLD,July,1994,Tuesday,9:00,Multiple vehicle,No,-9,No,60,Driver,Female,62
19943131,QLD,July,1994,Sunday,5:00,Single vehicle,No,-9,No,100,Driver,Male,22
19943136,QLD,July,1994,Monday,19:00,Pedestrian,No,-9,No,60,Pedestrian,Male,45
19943155,QLD,July,1994,Sunday,7:00,Multiple vehicle,No,-9,No,100,Driver,Female,18
19943155,QLD,July,1994,Sunday,7:00,Multiple vehicle,No,-9,No,100,Passenger,Female,26
19943165,QLD,July,1994,Wednesday,8:00,Multiple vehicle,No,-9,No,70,Driver,Female,53
19943175,QLD,July,1994,Friday,2:00,Single vehicle,No,-9,No,100,Passenger,Male,42
19943191,QLD,July,1994,Saturday,0:00,Multiple vehicle,No,-9,No,60,Passenger,Male,24
19943196,QLD,July,1994,Thursday,14:00,Multiple vehicle,No,-9,No,100,Driver,Male,37
19943206,QLD,July,1994,Thursday,19:00,Single vehicle,No,-9,No,100,Driver,Female,27
19943207,QLD,July,1994,Friday,17:00,Single vehicle,No,-9,No,100,Passenger,Male,4
19943212,QLD,July,1994,Thursday,16:00,Single vehicle,No,-9,No,100,Driver,Male,46
19943219,QLD,July,1994,Friday,12:00,Pedestrian,No,-9,No,100,Pedestrian,Male,28
19943221,QLD,July,1994,Wednesday,17:00,Single vehicle,No,-9,No,100,Motorcycle rider,Male,45
19943244,QLD,July,1994,Saturday,1:00,Pedestrian,No,-9,No,100,Passenger,Male,34
19943244,QLD,July,1994,Saturday,1:00,Pedestrian,No,-9,No,100,Passenger,Female,27
19943244,QLD,July,1994,Saturday,1:00,Pedestrian,No,-9,No,100,Pedestrian,Male,34
19943300,QLD,July,1994,Friday,10:00,Single vehicle,No,-9,No,100,Driver,Male,19
19943319,QLD,July,1994,Saturday,7:00,Single vehicle,No,-9,No,60,Driver,Female,24
19943323,QLD,July,1994,Tuesday,7:00,Multiple vehicle,No,-9,No,100,Bicyclist (includes pillion passengers),Male,68
19944001,SA,July,1994,Sunday,10:00,Single vehicle,No,-9,No,110,Driver,Male,23
19944020,SA,July,1994,Tuesday,8:00,Pedestrian,No,-9,No,60,Pedestrian,Female,80
19944033,SA,July,1994,Sunday,1:00,Single vehicle,No,-9,No,110,Driver,Male,29
19944039,SA,July,1994,Monday,12:55,Pedestrian,No,-9,No,60,Pedestrian,Female,31
19944049,SA,July,1994,Thursday,19:25,Pedestrian,No,-9,No,60,Pedestrian,Male,86
19944075,SA,July,1994,Saturday,8:35,Multiple vehicle,No,-9,Yes,60,Passenger,Female,38
19944079,SA,July,1994,Monday,14:40,Multiple vehicle,No,-9,No,60,Bicyclist (includes pillion passengers),Male,77
19944084,SA,July,1994,Wednesday,19:10,Pedestrian,No,-9,No,80,Pedestrian,Female,30
19944086,SA,July,1994,Monday,23:00,Single vehicle,No,-9,No,110,Driver,Male,21
19944087,SA,July,1994,Sunday,6:45,Multiple vehicle,No,-9,Yes,110,Driver,Male,71
19944098,SA,July,1994,Friday,0:30,Pedestrian,No,-9,No,110,Pedestrian,Male,17
19944103,SA,July,1994,Wednesday,11:10,Multiple vehicle,No,-9,Yes,60,Driver,Female,79
19944113,SA,July,1994,Sunday,2:10,Single vehicle,No,-9,No,110,Driver,Male,30
19944114,SA,July,1994,Saturday,22:30,Single vehicle,No,-9,No,100,Passenger,Male,59
19944114,SA,July,1994,Saturday,22:30,Single vehicle,No,-9,No,100,Passenger,Male,33
19944129,SA,July,1994,Friday,19:05,Single vehicle,No,-9,No,110,Driver,Male,21
19944130,SA,July,1994,Sunday,21:15,Single vehicle,No,-9,No,110,Driver,Male,18
19945016,WA,July,1994,Thursday,19:15,Multiple vehicle,No,-9,No,60,Other,Male,14
19945024,WA,July,1994,Tuesday,17:50,Pedestrian,No,-9,No,60,Pedestrian,Female,58
19945028,WA,July,1994,Friday,0:30,Single vehicle,No,-9,No,110,Driver,Male,22
19945039,WA,July,1994,Thursday,20:05,Pedestrian,No,-9,No,60,Pedestrian,Female,41
19945045,WA,July,1994,Sunday,6:25,Pedestrian,No,-9,No,80,Pedestrian,Male,23
19945047,WA,July,1994,Saturday,21:45,Pedestrian,No,-9,No,60,Pedestrian,Male,72
19945049,WA,July,1994,Friday,9:30,Multiple vehicle,No,-9,Yes,110,Driver,Male,17
19945052,WA,July,1994,Saturday,19:00,Multiple vehicle,No,-9,No,110,Driver,Male,33
19945064,WA,July,1994,Saturday,13:55,Pedestrian,No,-9,No,60,Pedestrian,Male,87
19945065,WA,July,1994,Thursday,8:40,Multiple vehicle,No,-9,No,80,Motorcycle rider,Male,20
19945066,WA,July,1994,Friday,22:02,Single vehicle,No,-9,No,100,Driver,Male,16
19945084,WA,July,1994,Sunday,0:01,Single vehicle,No,-9,No,110,Passenger,Male,23
19945102,WA,July,1994,Saturday,19:07,Multiple vehicle,No,-9,No,80,Driver,Male,66
19945106,WA,July,1994,Wednesday,12:00,Single vehicle,No,-9,No,110,Driver,Male,41
19945129,WA,July,1994,Friday,17:35,Pedestrian,No,-9,No,60,Pedestrian,Male,10
19945144,WA,July,1994,Friday,15:50,Pedestrian,No,-9,No,90,Pedestrian,Male,16
19945158,WA,July,1994,Saturday,2:00,Multiple vehicle,No,-9,No,80,Driver,Male,18
19945173,WA,July,1994,Saturday,2:22,Single vehicle,No,-9,No,110,Passenger,Female,23
19945173,WA,July,1994,Saturday,2:22,Single vehicle,No,-9,No,110,Passenger,Female,12
19945187,WA,July,1994,Monday,5:55,Multiple vehicle,No,-9,No,60,Driver,Male,20
19946012,TAS,July,1994,Wednesday,20:45,Single vehicle,No,-9,No,100,Driver,Male,20
19946015,TAS,July,1994,Sunday,20:00,Multiple vehicle,No,-9,No,100,Driver,Male,28
19946019,TAS,July,1994,Friday,18:20,Multiple vehicle,No,-9,No,100,Driver,Female,20
19946021,TAS,July,1994,Thursday,16:45,Multiple vehicle,No,-9,No,60,Passenger,Female,65
19946033,TAS,July,1994,Thursday,18:40,Pedestrian,No,-9,No,60,Passenger,Female,3
19946033,TAS,July,1994,Thursday,18:40,Pedestrian,No,-9,No,60,Pedestrian,Female,23
19946037,TAS,July,1994,Sunday,15:55,Pedestrian,No,-9,No,100,Pedestrian,Male,73
19947010,NT,July,1994,Monday,14:25,Single vehicle,No,-9,No,900,Driver,Female,40
19947033,NT,July,1994,Tuesday,9:30,Pedestrian,No,-9,No,40,Pedestrian,Male,59
19941018,NSW,June,1994,Monday,0:15,Single vehicle,No,-9,No,100,Passenger,Male,41
19941028,NSW,June,1994,Thursday,15:40,Multiple vehicle,Yes,-9,No,100,Passenger,Female,11
19941043,NSW,June,1994,Friday,17:30,Pedestrian,No,-9,No,60,Pedestrian,Female,46
19941050,NSW,June,1994,Sunday,15:50,Multiple vehicle,No,-9,No,90,Driver,Male,76
19941067,NSW,June,1994,Saturday,4:20,Pedestrian,No,-9,No,60,Pedestrian,Male,18
19941074,NSW,June,1994,Friday,9:35,Single vehicle,No,-9,No,100,Driver,Female,18
19941122,NSW,June,1994,Tuesday,16:35,Multiple vehicle,No,-9,No,60,Passenger,Female,16
19941140,NSW,June,1994,Monday,15:45,Multiple vehicle,No,-9,No,60,Motorcycle rider,Male,19
19941165,NSW,June,1994,Monday,15:25,Pedestrian,No,-9,No,100,Pedestrian,Female,7
19941189,NSW,June,1994,Wednesday,10:00,Single vehicle,No,-9,No,100,Driver,Male,74
19941191,NSW,June,1994,Wednesday,21:00,Single vehicle,No,-9,No,60,Driver,Male,20
19941191,NSW,June,1994,Wednesday,21:00,Single vehicle,No,-9,No,60,Passenger,Male,17
19941191,NSW,June,1994,Wednesday,21:00,Single vehicle,No,-9,No,60,Passenger,Male,17
19941194,NSW,June,1994,Saturday,20:25,Single vehicle,No,-9,No,60,Driver,Female,18
19941200,NSW,June,1994,Wednesday,17:20,Pedestrian,No,-9,No,60,Pedestrian,Female,57
19941223,NSW,June,1994,Friday,1:30,Single vehicle,No,-9,Yes,100,Driver,Male,64
19941247,NSW,June,1994,Wednesday,23:45,Pedestrian,No,-9,No,60,Pedestrian,Male,33
19941251,NSW,June,1994,Sunday,17:15,Multiple vehicle,No,-9,No,60,Motorcycle rider,Male,49
19941259,NSW,June,1994,Sunday,18:10,Multiple vehicle,No,-9,Yes,90,Driver,Male,20
19941267,NSW,June,1994,Tuesday,9:15,Pedestrian,No,-9,No,60,Pedestrian,Female,11
19941281,NSW,June,1994,Thursday,17:15,Multiple vehicle,No,-9,No,60,Bicyclist (includes pillion passengers),Male,11
19941293,NSW,June,1994,Friday,23:55,Pedestrian,No,-9,No,100,Pedestrian,Male,30
19941305,NSW,June,1994,Friday,20:00,Single vehicle,No,-9,No,100,Driver,Male,37
19941316,NSW,June,1994,Tuesday,17:00,Multiple vehicle,No,-9,No,70,Driver,Female,29
19941324,NSW,June,1994,Friday,21:45,Multiple vehicle,No,-9,No,80,Motorcycle rider,Female,51
19941330,NSW,June,1994,Saturday,1:30,Single vehicle,No,-9,No,80,Driver,Male,26
19941334,NSW,June,1994,Tuesday,11:20,Multiple vehicle,No,-9,No,70,Driver,Male,87
19941337,NSW,June,1994,Monday,13:00,Single vehicle,No,-9,No,100,Driver,Male,42
19941363,NSW,June,1994,Friday,9:20,Pedestrian,No,-9,No,60,Pedestrian,Female,92
19941393,NSW,June,1994,Monday,17:15,Pedestrian,No,-9,No,60,Pedestrian,Male,64
19941405,NSW,June,1994,Thursday,20:35,Multiple vehicle,No,-9,No,80,Driver,Male,32
19941412,NSW,June,1994,Thursday,17:55,Pedestrian,No,-9,No,60,Pedestrian,Female,66
19941418,NSW,June,1994,Saturday,22:25,Single vehicle,No,-9,No,60,Driver,Male,29
19941441,NSW,June,1994,Friday,8:30,Single vehicle,Yes,-9,No,40,Passenger,Female,8
19941465,NSW,June,1994,Friday,14:00,Single vehicle,No,-9,No,60,Driver,Male,68
19941470,NSW,June,1994,Friday,1:10,Single vehicle,No,-9,No,80,Passenger,Male,24
19941517,NSW,June,1994,Thursday,13:11,Multiple vehicle,No,-9,No,100,Driver,Male,70
19941517,NSW,June,1994,Thursday,13:11,Multiple vehicle,No,-9,No,100,Passenger,Female,72
19941517,NSW,June,1994,Thursday,13:11,Multiple vehicle,No,-9,No,100,Passenger,Female,83
19941518,NSW,June,1994,Tuesday,16:00,Single vehicle,No,-9,No,60,Passenger,Female,19
19941523,NSW,June,1994,Friday,16:30,Single vehicle,No,-9,No,100,Motorcycle rider,Male,24
19941527,NSW,June,1994,Thursday,11:30,Single vehicle,No,-9,Yes,100,Driver,Male,39
19942031,VIC,June,1994,Sunday,15:15,Multiple vehicle,No,-9,No,60,Motorcycle rider,Male,25
19942033,VIC,June,1994,Thursday,11:30,Multiple vehicle,No,-9,No,100,Passenger,Female,78
19942033,VIC,June,1994,Thursday,11:30,Multiple vehicle,No,-9,No,100,Driver,Male,81
19942040,VIC,June,1994,Saturday,4:37,Multiple vehicle,No,-9,No,60,Passenger,Male,23
19942055,VIC,June,1994,Wednesday,18:40,Single vehicle,No,-9,No,90,Driver,Male,72
19942057,VIC,June,1994,Sunday,11:40,Multiple vehicle,No,-9,No,70,Driver,Male,69
19942078,VIC,June,1994,Thursday,9:55,Multiple vehicle,No,-9,No,100,Driver,Female,40
19942095,VIC,June,1994,Tuesday,6:25,Single vehicle,No,-9,No,60,Driver,Female,19
19942097,VIC,June,1994,Tuesday,2:55,Multiple vehicle,No,-9,No,100,Driver,Male,37
19942097,VIC,June,1994,Tuesday,2:55,Multiple vehicle,No,-9,No,100,Driver,Male,47
19942102,VIC,June,1994,Tuesday,16:35,Single vehicle,No,-9,No,60,Motorcycle rider,Male,16
19942120,VIC,June,1994,Thursday,10:00,Multiple vehicle,No,-9,No,100,Driver,Female,49
19942124,VIC,June,1994,Saturday,17:45,Pedestrian,No,-9,No,100,Pedestrian,Male,56
19942165,VIC,June,1994,Monday,10:57,Multiple vehicle,No,-9,Yes,70,Driver,Female,39
19942166,VIC,June,1994,Thursday,16:40,Single vehicle,No,-9,No,110,Passenger,Male,26
19942170,VIC,June,1994,Friday,12:15,Multiple vehicle,No,-9,Yes,100,Driver,Male,79
19942198,VIC,June,1994,Friday,11:40,Multiple vehicle,No,-9,Yes,80,Passenger,Male,1
19942217,VIC,June,1994,Sunday,21:45,Multiple vehicle,No,-9,No,100,Driver,Male,36
19942220,VIC,June,1994,Saturday,1:10,Multiple vehicle,No,-9,No,60,Passenger,Female,29
19942231,VIC,June,1994,Sunday,21:40,Single vehicle,No,-9,No,100,Driver,Male,27
19942239,VIC,June,1994,Friday,7:45,Multiple vehicle,No,-9,No,100,Passenger,Male,58
19942245,VIC,June,1994,Thursday,6:53,Single vehicle,No,-9,Yes,110,Driver,Male,23
19942250,VIC,June,1994,Friday,20:20,Multiple vehicle,No,-9,No,60,Motorcycle rider,Male,21
19942259,VIC,June,1994,Thursday,14:35,Multiple vehicle,No,-9,No,60,Bicyclist (includes pillion passengers),Male,78
19942279,VIC,June,1994,Tuesday,13:20,Pedestrian,No,-9,No,60,Pedestrian,Male,84
19942282,VIC,June,1994,Sunday,14:50,Multiple vehicle,No,-9,No,80,Passenger,Female,51
19942282,VIC,June,1994,Sunday,14:50,Multiple vehicle,No,-9,No,80,Passenger,Male,52
19942282,VIC,June,1994,Sunday,14:50,Multiple vehicle,No,-9,No,80,Driver,Female,72
19942286,VIC,June,1994,Tuesday,7:00,Multiple vehicle,No,-9,No,60,Motorcycle rider,Male,22
19942289,VIC,June,1994,Monday,17:55,Single vehicle,No,-9,Yes,100,Driver,Male,47
19942295,VIC,June,1994,Tuesday,0:50,Single vehicle,No,-9,Yes,100,Driver,Male,45
19942314,VIC,June,1994,Saturday,19:35,Single vehicle,No,-9,No,100,Driver,Male,34
19942316,VIC,June,1994,Monday,16:35,Multiple vehicle,No,-9,No,100,Driver,Male,62
19943002,QLD,June,1994,Monday,15:00,Multiple vehicle,No,-9,No,60,Driver,Male,53
19943005,QLD,June,1994,Saturday,1:00,Multiple vehicle,No,-9,No,100,Driver,Male,17
19943006,QLD,June,1994,Friday,5:00,Pedestrian,No,-9,No,60,Pedestrian,Male,39
19943010,QLD,June,1994,Thursday,7:00,Multiple vehicle,No,-9,No,60,Passenger,Female,68
19943020,QLD,June,1994,Saturday,18:00,Multiple vehicle,No,-9,No,60,Motorcycle rider,Male,35
